-10.	6.	6.103086654243743038034336899637946793205406908355520774489086021009507191079087265766775213473080663472073933679612296469598603040617286869445767108828327981744481730768447516806279942944085436046290095425072773079191852896928242922949900938581885297433179706272386414604829679757068121031489719666910306786974091655552756305030142616200571631610466850216405058589999074153614188792323958888471360206787809370697197038524102666491597587012954096596014509048720800167320657516934058615048444851e-74
-10.	6.1	1.62356339523545968140143323471480892685112623129148041989938545616757077107457883580032910717299242458286409881928027909580610398814998316223561891224496414528262040396544100036132667840898252944667073583705233649235060687315073737616800416638276706762827484798024470305518215616144626850259506512074839055400169936978188142349317285470167267922352353901014154208136780908922435127605933129612501529533261354598789630264286331659243482582256663851403805982432897826644442811892793649637038371207e-73
-10.	6.2	4.28266384828464511621443936200303631089039419613133424314837272363419227575643614500556925752205920431501714553948061732378547257512627278226076862084080980377804375657917081229962353900685312036443819064527260932573021942731239562887596430336738142933120031592753399899707069609125908380962448656931689641332119663453068455166422260247333638985779214417105742377425368231364404893195947574532117425840497845450556236686503394862955231909756037242819480619549779846478835328901273542287017986388e-73
-10.	6.3	1.12022545652962885834466513907139476012153061492258370460008273675565960252919221521050438921214002822934697815162985066290941969060870169264678384610397583123575670516285667340420732036052564478671749058475890577043227470406944877978271631625552641785616502455980994327448854289033063024309968252020184739368513489101469583743831327977140177892812045442678077761973742898633304649529050782832452746210709049180862059155630305891043123090555433196051276608114539533329945053618883734218286747264e-72
-10.	6.4	2.90580119174158373625772543661027766376036467807692040734730531077137430585338427623559343866232224450437066774689294973744482836601791322890266093368456569517491990699609423388684944824924195974420919565102227887251616168628513561468047017938776207456053096867137289519281671136066260074003733699050487548797093719041954642655811937191121590120718889885312991266480027163255092768572547385968104318212634473177525057818039690458241436016613917758201448466750190847707148551040833103873329722085e-72
-10.	6.5	7.475121135518470104493872399554682097981772996799934674152392974241058642001384927765589556930910635388730784277766775891355312993202609833469265547649887082840147567560123341815311187666645941097889801953445042329573199386464687690338415519179537427116142894139686454886976859420205839908208110254344788210951603313740187134761337694128289318095175398241081491369728722146004182782451316933558552251900486085666863804261851812040987900849272049004393443385867394162480424830418138148825267418e-72
-10.	6.6	1.90715441001200541938414714791271234223436373949164381353219893108193939218658804073768577839059135253641101388960248233186271405593399357061111597503122925078816601603100937607611806399584615733089688961252879569896174690741518985456882219553582345454960064711446115838124988371618067014836811731647932300783506738169078654659444999319682778582944495089755784815879201913645407377010864250436204592393059749423660887558150576569646438486969502239752604007087238250616116625147629109504640098198e-71
-10.	6.7	4.82605955628068029674506851685268085413468832318420377682690613840101615020043986940619371317586933963976869380393151583544299813794217531940844117326038884075191547646475785181899846902124536371892387199291567095865369504980933112010907338247899234678667225003417554859054379870655874478378447414884566682154089626221999211483137646523640665375470452232620852515278658722306365313940957389699541059278714540205817506982793690150944588941815111469967215246515424632392902602171752118474304058839e-71
-10.	6.8	1.21133171288800376427495658914375691747615607003054799972209477071148495086532602658490681597347662337612352849138023730035744298161717174528409361521282041152472420001097376854336788403184152178301963450855022768271918359530875899525336890840666156377573384902969323222266001925858102196368702270996678060839163835342516077820731010196350886013667430629625524255140085051362602783679940792030168690330440517625386156261541067621741456550858924294685914670247581010212817208775000979212106846871e-70
-10.	6.9	3.0159346251189409834698676000087485376412719099791153056015592438292819175025291958960152342058193094293713682668960229949410150673957907472822030386456529035144816967011592261123303447963450534670637941793304094112677785720907551936109468436688878480020507318190893872513449588042870756035345716138749738793452323576972839716841611571440422539526857336814711631678436971810619428862999898950077382055703476946561326492384295380287655121864071118545759924107857603525052337321670396129765109898e-70
